UNITID,INSTNM,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,CIP01BACHL,CIP03BACHL,CIP04BACHL,CIP05BACHL,CIP09BACHL,CIP10BACHL,CIP11BACHL,CIP12BACHL,CIP13BACHL,CIP14BACHL,CIP15BACHL,CIP16BACHL,CIP19BACHL,CIP22BACHL,CIP23BACHL,CIP24BACHL,CIP25BACHL,CIP26BACHL,CIP27BACHL,CIP29BACHL,CIP30BACHL,CIP31BACHL,CIP38BACHL,CIP39BACHL,CIP40BACHL,CIP41BACHL,CIP42BACHL,CIP43BACHL,CIP44BACHL,CIP45BACHL,CIP46BACHL,CIP47BACHL,CIP48BACHL,CIP49BACHL,CIP50BACHL,CIP51BACHL,CIP52BACHL,CIP54BACHL,NPT4_PUB,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT4_048_PUB,NPT4_3075_PUB,NPT4_75UP_PUB,NUM4_PUB,NUM41_PUB,NUM42_PUB,NUM43_PUB,NUM44_PUB,NUM45_PUB,PCTPELL,C150_4,D150_4,C150_4_NRA,PCTFLOAN,COMPL_RPY_1YR_RT,FEMALE_RPY_1YR_RT,MALE_RPY_1YR_RT,COMPL_RPY_3YR_RT,FEMALE_RPY_3YR_RT,MALE_RPY_3YR_RT,COMPL_RPY_5YR_RT,FEMALE_RPY_5YR_RT,MALE_RPY_5YR_RT,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,DEP_DEBT_MDN,IND_DEBT_MDN,PELL_DEBT_MDN,NOPELL_DEBT_MDN,FEMALE_DEBT_MDN,MALE_DEBT_MDN,FIRSTGEN_DEBT_MDN,NOTFIRSTGEN_DEBT_MDN,DEBT_N,GRAD_DEBT_N,WDRAW_DEBT_N,LO_INC_DEBT_N,MD_INC_DEBT_N,HI_INC_DEBT_N,DEP_DEBT_N,IND_DEBT_N,PELL_DEBT_N,NOPELL_DEBT_N,FEMALE_DEBT_N,MALE_DEBT_N,FIRSTGEN_DEBT_N,NOTFIRSTGEN_DEBT_N,FEMALE_RPY_1YR_N,MALE_RPY_1YR_N,FEMALE_RPY_3YR_N,MALE_RPY_3YR_N,FEMALE_RPY_5YR_N,MALE_RPY_5YR_N,MN_EARN_WNE_INDEP0_P6,MN_EARN_WNE_INDEP1_P6,MN_EARN_WNE_MALE0_P6,MN_EARN_WNE_MALE1_P6,GRAD_DEBT_MDN_SUPP,FEMALE_RPY_3YR_RT_SUPP,MALE_RPY_3YR_RT_SUPP,C100_4,D150_4_WHITE,D150_4_BLACK,D150_4_HISP,D150_4_ASIAN,D150_4_AIAN,D150_4_NHPI,D150_4_2MOR,D150_4_NRA,D150_4_UNKN,Year
163286,University of Maryland,0.0283,0.0067,0.0089,0.0155,0.0592,0,0.0383,0,0.0487,0.1145,0,0.0254,0.0228,0,0.0357,1.00E-04,0,0.0945,0.0165,0,0.0018,0.035,0.0067,0,0.0189,0,0.0453,0,0,0.1722,0,0,0,0,0.0309,0.0121,0.1352,0.0268,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,16217,7740,11185,15134,19364,21160,9238,13567,20472,1197,195,150,228,239,385,0.1907,0.8406,4229,0.6596,0.3581,0.83799639,0.762557078,0.78804026,0.857390443,0.787227002,0.79896574,0.907216495,0.835767724,0.847198051,19000,10500,13750,15500,16750,15500,16000,16000,15000,15750,15249,16040,15469,8042,5280,2791,1721,2177,4144,6996,1046,3601,4441,3977,4065,1633,6409,3285,3378,3022,3094,2807,2873,47800,47600,43100,52000,19000,0.787227002,0.79896574,0.6572,2566,523,318,572,8,3,95,47,97,2013-14
170976,University of Michigan - Ann Arbor,0,0.0168,0.0128,0.0166,0.0279,0,0.038,0,0.0138,0.1684,0,0.0415,0,0,0.0316,0.012,0,0.0982,0.0314,0,0.0283,0.0298,0.0045,0,0.0147,0,0.0967,0,0.0093,0.1273,0,0,0,0,0.057,0.0374,0.0642,0.0218,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,2,1,1,16287,5529,9397,13575,18598,23222,7156,11756,21451,1789,288,209,271,391,630,0.157,0.8997,5955,0.8652,0.3665,0.785265439,0.724598016,0.754355401,0.813537997,0.751460849,0.772601658,0.864466706,0.808080808,0.821716453,21500,8500,17390,21260,20402.5,20250,15653.5,20321,19875,20016,20000,20112,20000,7404,6092,1329,1417,1959,4028,7036,368,3047,4357,3745,3659,1181,6223,2923,2870,2567,2533,2277,2109,53700,64000,48400,64500,21500,0.751460849,0.772601658,0.7579,3873,267,286,727,14,1,186,230,371,2013-14
171100,Michigan State University,0.0442,0.0113,0.0051,7.00E-04,0.1048,0.0072,0.0101,0,0.0386,0.0569,0.0264,0.0149,0.0143,0.0087,0.0258,0.0041,0,0.1086,0.0085,0,0.0204,0.0301,0.0024,0,0.0156,0,0.0484,0.0243,0.0103,0.1004,0.001,0,0,0,0.0235,0.0545,0.1697,0.009,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,1,1,16507,6293,13088,18402,21666,22643,8734,15918,22245,3520,858,481,548,665,968,0.2387,0.7736,7398,0.6225,0.4845,0.722687975,0.621697029,0.659777102,0.810213844,0.721279944,0.731981486,0.872210953,0.799613153,0.804878049,25000,7554,17614.5,23250,19956.5,20375,19675,22200,18750,20500,19700,21250,20030,13235,8576,4759,3308,3765,6162,12387,848,6671,6564,7224,6011,3162,10073,6093,4935,5719,4537,5170,4100,42800,41200,38900,47100,25000,0.721279944,0.731981486,0.5044,5678,589,232,298,31,2,103,355,110,2013-14
174066,University of Minnesota,0.0215,0.0196,0.0208,0.0028,0.038,0,0.0247,0.0043,0.0481,0.1104,3.00E-04,0.0319,0.016,0,0.0575,0,0,0.0796,0.0284,0,0.0384,0.0353,0.0041,0,0.0233,0,0.0755,0,0,0.1212,0.0025,0,0,0,0.0467,0.0278,0.1044,0.0169,1,1,1,1,1,0,2,1,2,2,0,1,1,0,1,0,0,1,1,0,2,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,2,1,17208,9535,11211,15468,20493,22946,10322,13692,21865,2359,370,328,458,530,673,0.2169,0.754,5256,0.6948,0.4516,0.776033415,0.684141761,0.708557176,0.834032464,0.73798214,0.74819686,0.899765408,0.814057632,0.810224259,20500,8005,15963,16750,16746,16500,17451,17699,15000,16500,16696,17658.5,16250,13638,8550,5163,3559,3957,6122,11395,2243,6679,6959,7443,6195,2838,10800,6123,5212,5263,4714,5136,4147,42000,56000,40900,49200,20500,0.73798214,0.74819686,0.5447,3990,261,128,598,64,0,0,154,61,2013-14
181464,University of Nebraska,0.0833,0.0196,0.0175,0.0019,0.0677,0,0.0102,0,0.0844,0.1045,0.015,0.0148,0.0903,0,0.0218,3.00E-04,0,0.0516,0.0075,0,0.0059,0,0.0024,0,0.0099,0,0.0559,0.0097,0,0.0395,0,0,0,0,0.0371,0.0244,0.2101,0.0148,2,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,16294,11123,12109,15470,19063,19683,11609,14103,19378,1880,278,270,394,462,476,0.1979,0.6678,4214,0.6316,0.4022,0.77563425,0.672912036,0.692329873,0.84549092,0.753942061,0.757544931,0.895652174,0.819539766,0.818219122,21500,6500,12000,13400,14280,13076,13105,14074,12402,13250,13000,12372,13500,7801,4261,3579,1713,2631,3457,7027,774,3795,4006,3793,4008,1895,5906,3149,3468,2727,2949,2477,2437,37800,38000,34300,40900,21500,0.753942061,0.757544931,0.3234,3423,117,163,107,20,0,0,76,308,2013-14
186380,Rutgers University,0.0188,0.0147,0.0051,0.011,0.1023,0,0.0361,0,0,0.0952,0,0.0165,0,0,0.0338,0,0,0.0958,0.0149,0,0.0121,0.0425,0.0104,0,0.0198,0,0.0855,0.0383,0.0097,0.1267,0,0,0,0,0.035,0.0299,0.1129,0.0334,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,19770,11659,13547,20396,25509,26648,12361,17179,26220,3536,879,520,587,582,968,0.3105,0.7969,5504,0.7344,0.5591,0.713872544,0.612398085,0.653004322,0.772875179,0.667821704,0.714512712,0.844760269,0.75912044,0.774625375,21069,8250,16500,18464,16751,17500,15945.5,19000,15000,17076,17500,17534.5,17083.5,19960,13105,6966,6581,5892,7487,16418,3542,11252,8708,10563,9397,6274,13686,7727,7173,6349,5664,6003,5005,44700,54000,44300,48500,21069,0.667821704,0.714512712,0.571,2774,497,493,1493,14,0,0,64,169,2013-14
204796,The Ohio State University,0.0413,0.0116,0.0181,0.0023,0.0489,0,0.0043,0,0.0213,0.122,0,0.0243,0.0714,0,0.0264,0.0026,0,0.0656,0.0097,0,0.0085,0.013,0.0042,0,0.0133,0,0.0552,0,0.0201,0.1149,0,0,0,0.0034,0.0248,0.0879,0.1686,0.0162,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,2,1,1,17866,10026,12218,16953,20832,22369,11003,15098,21747,3123,478,384,596,674,991,0.2224,0.8323,6155,0.7687,0.4587,0.701216447,0.555493084,0.600564972,0.761347162,0.618770227,0.661306407,0.818249627,0.690167998,0.713835616,21500,6249,12000,14462.5,15265,14250,13211,14714,13500,14250,14000,13166.5,14500,19905,10654,9330,5581,6140,8184,16779,3126,10731,9174,10150,9755,6310,13595,8893,8850,7725,8022,7262,7300,39400,38900,35400,42900,21500,0.618770227,0.661306407,0.5852,4978,421,177,371,18,0,0,134,56,2013-14
214777,Penn State University,0.0296,0.0132,0.0072,0.0026,0.0874,0,0.0517,0,0.0515,0.1469,0,0.0158,0.0239,0,0.0102,0.0012,0,0.0547,0.0151,0,0.014,0.0436,0.0061,0,0.0329,0.0033,0.0401,0.0377,0,0.0779,0,0,0,0,0.0258,0.0516,0.1441,0.012,2,1,1,1,1,0,2,0,2,2,0,1,2,0,1,1,0,1,1,0,1,1,1,0,1,1,2,2,0,2,0,0,0,0,2,2,2,1,27032,19268,21229,25028,28929,30485,20234,23436,29954,2682,304,295,409,572,1102,0.1768,0.8484,6492,0.7583,0.522,0.77762901,0.606795111,0.688754641,0.856110588,0.689951931,0.76137076,0.887947199,0.754117862,0.804016268,26750,7000,16750,19000,20000,19500,15750,19500,18604.5,19000,19250,18000,19500,34687,19906,14936,9685,11073,13929,28529,6158,18395,16292,17186,17501,11560,23127,14481,15891,12898,14357,10928,11802,41800,42200,37600,45300,26750,0.689951931,0.76137076,0.6458,5328,268,315,335,6,0,0,240,0,2013-14
240444,University of Wisconsin,0.0273,0.0128,0.0036,0.0162,0.0566,0,0.0159,0,0.0218,0.1037,0,0.0449,0.0257,0.0123,0.0287,0,0,0.1423,0.0189,0,0.0318,0.0128,0.0108,0,0.0177,0,0.0414,0,0.011,0.139,0,0,0,0,0.0294,0.0419,0.1031,0.0303,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,2,1,1,18387,8306,11137,16215,21188,22900,9773,14186,22171,1868,200,215,323,481,649,0.1501,0.8284,5980,0.7426,0.3616,0.86565124,0.81097561,0.819223425,0.895755443,0.848833776,0.843278217,0.922035598,0.890280066,0.880942706,22332,8700,16389,20780,19500,19547,16130,22200,18500,19688,19250,19995,19500,8381,6357,2065,1184,2335,4862,7705,676,2937,5444,4523,3858,1542,6839,3608,3142,3387,2782,3035,2461,47000,47600,42900,51800,22332,0.848833776,0.843278217,0.5503,4658,181,220,373,55,0,0,303,190,2013-14
243780,Purdue University,0.058,0.0105,0.0041,0.0032,0.0309,0,0.0461,0,0.0553,0.1865,0.0551,0.0094,0.0219,0,0.0098,0.0031,0,0.0281,0.0257,0,0.0045,0.0104,0.002,0,0.0196,0,0.0277,0,0,0.0628,0,0.0023,0,0.0169,0.0226,0.0668,0.206,0.0109,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,15543,7228,9375,14745,19995,21612,8167,12598,20837,2066,369,287,431,469,510,0.2058,0.6994,6830,0.6806,0.3878,0.832917291,0.728537674,0.754252552,0.895043184,0.795194508,0.808238929,0.921096149,0.83529797,0.843028846,23180.5,7500,17890,19500,19500,19500,18750,20000,18967.5,19500,19000,20251.5,19118,9054,6516,2575,1782,2790,4482,8331,723,4490,4564,3916,5138,2226,6828,3809,4997,3496,4855,3054,4160,46700,51500,40900,51700,23180.5,0.795194508,0.808238929,0.4179,5431,299,216,400,36,0,0,407,41,2013-14
145637,University of Illinois at Urbana-Champaign,0.0564,0.0062,0.0239,0.0182,0.0821,0,0.0242,1.00E-04,0.0354,0.1668,0,0.0118,0.0083,0,0.0273,0.0028,0,0.0715,0.0179,0,0.0103,0.0352,0.0047,0,0.026,0,0.0626,0,0.0056,0.0838,0,0,0,4.00E-04,0.0309,0.0383,0.1305,0.0186,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,0,2,0,2,0,2,2,0,0,0,2,2,2,2,2,19058,8626,11980,18591,24421,26362,10022,15485,25585,3246,656,468,528,638,956,0.205,0.8396,7152,0.7798,0.431,0.803965582,0.733731343,0.768321513,0.868961353,0.805511562,0.821386604,0.907783418,0.843607778,0.869597616,20250,8298,16500,18500,18500,18250,12500,19000,17000,18750,17250,18664,17750,9596,7259,2367,2005,2851,4740,9175,421,4339,5257,4563,5033,2294,7302,3350,3807,3157,3404,2417,2684,46700,44400,41300,50900,20250,0.805511562,0.821386604,0.686980999,4656,541,628,844,8,6,85,327,57,2012-13
147767,Northwestern University,0,0.0083,0,0.0054,0.1899,0,0.0121,0,0.0054,0.1269,0,0.02,0,0,0.0292,4.00E-04,0,0.0447,0.0225,0,0.0096,0,0.01,0,0.0125,0,0.0831,0,0.0388,0.1886,0,0,0,0,0.1023,0.0213,0.0417,0.0271,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1377,0.9296,2060,0.8911,0.3533,0.881560284,0.826732673,0.834101382,0.925039872,0.900437637,0.874826147,0.94,0.922885572,0.919263456,16167,6332,7000,13984.5,17170.5,16759.5,6000,15650,13024,13816.5,13813.5,10500,14450,2714,2163,565,618,696,1400,2068,646,728,1986,1460,1254,321,2393,1010,868,914,719,804,706,54000,91800,61200,75300,16167,0.900437637,0.874826147,0.858252427,1221,115,155,351,2,0,24,101,91,2012-13
151351,Indiana University,0,0.0024,0,0.0043,0.091,0.002,0.0312,0,0.0782,0,1.00E-04,0.0246,0.0194,0,0.0177,0.03,0,0.0685,0.0092,0,0.0084,0.0712,0.0057,0,0.0136,0,0.0461,0.0189,0.0715,0.074,0,0,0,0,0.0578,0.0254,0.2145,0.0142,0,1,0,1,1,1,1,0,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,0,2,2,2,2,0,0,0,0,2,2,2,2,13795,4726,7435,14634,18614,19701,5845,11642,19192,2756,546,384,540,602,684,0.2011,0.7533,7208,0.7143,0.4102,0.831766452,0.724802805,0.685707835,0.859433458,0.75608532,0.731950208,0.912850467,0.828342798,0.805061179,23481.5,16000,15500,17750,19500,18446.5,16284,18500,18000,18350.5,18186,17534,18500,10883,2204,8691,2147,3088,5648,10238,645,4861,6022,5540,5343,2622,8261,4564,4429,3985,3615,3874,3596,38300,46500,36400,42000,23481.5,0.75608532,0.731950208,0.549082314,6087,339,176,277,22,2,51,210,44,2012-13
153658,University of Iowa,0,0.0064,0,0.008,0.0734,0,0.0127,0,0.0334,0.0588,0,0.0216,0,0,0.0484,0.0784,0,0.0336,0.0132,0,0.03,0.0647,0.0066,0,0.0123,0,0.072,0,0.0066,0.0854,0,0,0,0,0.0586,0.0706,0.1842,0.0211,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,16056,9132,12328,16228,18513,18967,10756,14675,18750,1334,178,184,278,331,363,0.1916,0.6981,4256,0.7143,0.4853,0.766401591,0.690212511,0.677245319,0.831768388,0.762302693,0.754947823,0.903365907,0.829985119,0.816580756,21008,8607,11750,15667.5,16500,15751,9500,17000,14000,15000,15000,15934.5,15000,8742,4754,4011,2225,2602,3915,7229,1513,3698,5044,4568,4174,2008,6734,3341,3151,3231,2779,2688,2328,40700,55700,40800,46100,21008,0.762302693,0.754947823,0.46875,3754,81,110,168,24,0,0,28,91,2012-13
163286,University of Maryland,0.0259,0.0059,0.0106,0.0182,0.0584,0,0.0359,0,0.052,0.0991,0,0.0228,0.0193,0,0.0355,0,0,0.086,0.0165,0,0.0014,0.0351,0.0087,0,0.0176,0,0.0455,0,0,0.1938,0,0,0,0,0.0323,0.0149,0.1408,0.0235,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,16310,7605,11730,16182,19498,20892,9386,14382,20373,1183,200,152,224,226,381,0.1886,0.8202,3944,0.5806,0.3615,0.827667814,0.767486426,0.780925401,0.871037659,0.78832366,0.805960041,0.925547445,0.860608394,0.86121673,17750,8980,12707,14500,15241,14994.5,14707,14800,15000,14957,14934,14908,14967.5,8069,5224,2871,1674,2223,4172,7084,985,3568,4501,3966,4103,1711,6358,3131,3177,2929,2953,2597,2630,47400,48800,42900,51800,17750,0.78832366,0.805960041,0.632099391,2189,590,314,584,14,3,84,31,135,2012-13
170976,University of Michigan - Ann Arbor,0,0.0165,0.0162,0.0156,0.0305,0,0.0293,0,0.0182,0.1846,0,0.0348,0,0,0.0385,0.0112,0,0.0894,0.0245,0,0.0185,0.0342,0.0054,0,0.012,0,0.0943,0,0.0079,0.1368,0,0,0,0,0.0589,0.0391,0.0639,0.0197,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,2,2,2,15574,5431,7909,12348,18851,23166,6502,10522,21447,1937,314,239,342,415,627,0.1632,0.9068,5356,0.8924,0.3819,0.784162241,0.719223301,0.750377644,0.832104832,0.76789496,0.788528897,0.872930464,0.815878378,0.809927361,21500,7250,16435,20811,19500,19708,13147,19938,19500,19500,19500,20000,19500,7263,5858,1431,1354,1956,3953,6902,361,2909,4354,3693,3570,1173,6090,2575,2648,2361,2284,1776,1652,53000,66500,48400,64800,21500,0.76789496,0.788528897,0.760268857,3555,267,298,598,12,0,164,223,239,2012-13
171100,Michigan State University,0.0381,0.0114,0.0058,2.00E-04,0.0981,0.007,0.01,0,0.034,0.0522,0.022,0.0171,0.015,0.0115,0.0249,0.005,0,0.1006,0.0108,0,0.0292,0.0249,0.002,0,0.0165,0,0.0465,0.0214,0.0101,0.1092,0.001,0,0,0,0.0257,0.0576,0.1777,0.0145,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,2,2,2,15897,6394,11942,18188,20883,22069,8450,15170,21545,3680,907,534,571,736,932,0.2514,0.7913,7306,0.6797,0.5056,0.7538874,0.660810811,0.677323735,0.83271662,0.75625849,0.753283974,0.896659536,0.813831926,0.81795196,24432,7455,17362,21151,19500,19500,18889,21290,18250,19762,19125,19930,19500,13427,8426,5090,3346,3849,6232,12509,918,6787,6640,7431,5996,3197,10230,5920,4723,5153,4187,4974,3955,40700,48000,38400,45100,24432,0.75625849,0.753283974,0.52983826,5639,614,232,388,36,1,66,256,74,2012-13
174066,University of Minnesota,0.0207,0.0194,0.0183,0.0041,0.0421,0,0.0192,0.0042,0.047,0.1024,3.00E-04,0.037,0.016,0,0.0545,0,0,0.09,0.0235,0,0.0383,0.0352,0.0042,0,0.0236,0,0.071,0,0,0.1357,0.0036,0,0,0,0.047,0.03,0.0972,0.0155,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,0,0,2,2,2,2,16389,9184,10336,14888,19715,22226,9685,12922,21039,2354,416,320,421,566,631,0.2292,0.7294,5418,0.7246,0.4694,0.788289051,0.688115202,0.707166392,0.850688817,0.760168303,0.754552076,0.909090909,0.825602969,0.81969449,19944,7500,14500,15204,15814,15000,15526,16103,15000,15000,15485,15775,15000,13867,8451,5466,3791,4041,6035,11486,2381,6819,7048,7586,6281,3031,10836,5486,4856,4991,4119,4312,3666,40700,56500,40200,47900,19944,0.760168303,0.754552076,0.504614249,4194,284,109,640,57,0,0,69,65,2012-13
181464,University of Nebraska,0.0679,0.022,0.0223,0.003,0.0698,0,0.0067,0,0.0792,0.1039,0.0255,0.014,0.0883,0,0.025,3.00E-04,0,0.0467,0.0056,0,0.0019,0,0.0011,0,0.0148,0,0.0532,0.0067,0,0.0491,0,0,0,0,0.0403,0.0199,0.218,0.0148,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,0,2,0,2,2,0,2,0,0,0,0,2,2,2,2,15153,9972,11071,14710,17730,18376,10486,13364,18065,1971,298,262,446,464,501,0.2274,0.6463,3828,0.6809,0.4554,0.791679138,0.6925,0.691935484,0.860291624,0.773684211,0.769633508,0.901401869,0.818138876,0.820634169,21001,6500,11694,12500,14000,12750,12500,13200,12000,12644,12661,12500,12750,7899,4188,3734,1729,2749,3421,7130,769,3777,4122,3871,4028,1896,6003,2800,3100,2470,2674,2117,2113,36900,36600,33800,39700,21001,0.773684211,0.769633508,0.29414838,3245,102,156,117,35,0,0,47,126,2012-13
186380,Rutgers University,0.0133,0.0191,0.0048,0.0158,0.096,0,0.0294,0,0,0.0998,0,0.0158,0,0,0.038,0,0,0.0915,0.0139,0,0.0121,0.0408,0.0117,0,0.0172,0,0.0994,0.0362,0.0098,0.1489,0,0,0,0,0.0346,0.0248,0.0893,0.0377,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,19688,11992,14436,20361,24940,25932,12973,17465,25524,3662,869,583,610,658,942,0.3069,0.7931,5253,0.86,0.5642,0.728451296,0.626730168,0.660352711,0.797092938,0.69620893,0.737612839,0.874465604,0.783738318,0.798187996,20500,7500,16076,17408,15712.5,16106,18000,17852.5,15000,16500,16099,16750,16250,19005,12175,6924,6051,5614,7340,15991,3014,10562,8443,9940,9065,6153,12852,6719,6124,5935,4985,5350,4415,43500,53600,43300,47700,20500,0.69620893,0.737612839,0.569129917,2535,505,453,1478,5,0,0,100,177,2012-13
204796,The Ohio State University,0.043,0.0114,0.0126,0.0027,0.0495,0,0.0067,0,0.0211,0.1032,3.00E-04,0.0302,0.0795,0,0.0295,0.003,0,0.065,0.0107,0,0.0085,0.0115,0.004,0,0.0108,0,0.0578,0,0.0146,0.1224,0,0,0,0.0046,0.0294,0.0762,0.1752,0.0165,1,1,1,1,1,0,1,0,1,2,2,2,2,2,2,2,0,2,2,0,2,2,2,0,2,0,2,0,2,2,0,0,0,2,2,2,2,2,20333,13273,15017,20522,23456,24559,13977,18530,24038,3194,562,380,670,747,835,0.2372,0.8243,6262,0.7889,0.4766,0.707457591,0.563882064,0.600790041,0.787252475,0.648343804,0.680523056,0.83829469,0.701298701,0.727329096,20500,5784,10820,13667.5,14666.5,13500,12500,13625,13000,13125,13287,12500,13699.5,21637,11233,10485,6237,6772,8628,18057,3580,11736,9901,10956,10681,7097,14540,8140,8354,7004,7265,6545,6451,37900,37600,34000,41400,20500,0.648343804,0.680523056,0.526189716,5059,400,187,388,29,0,0,90,109,2012-13
214777,Penn State University,0.0262,0.0127,0.0072,0.0027,0.0927,0,0.0545,0,0.0451,0.1338,0,0.02,0.0283,0,0.0134,0.0016,0,0.05,0.012,0,0.0166,0.0413,0.0054,0,0.0278,0.0033,0.0388,0.0388,0,0.0753,0,0,0,0,0.0257,0.059,0.1545,0.0131,2,2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0,0,0,0,2,2,2,2,26179,18115,19579,24084,28243,29980,18803,22287,29409,2538,302,268,404,514,1050,0.188,0.8557,8016,0.75,0.5384,0.811569369,0.636510382,0.708077376,0.86018112,0.700993756,0.771105172,0.904868591,0.780751363,0.816374823,26000,6250,15000,18250,19500,19000,14500,18321.5,18250,18000,18500,16181,19000,34666,19596,15181,9482,11351,13833,28850,5816,18272,16394,16886,17780,11776,22890,13629,15302,11371,12722,9902,10565,40800,41800,36700,44300,26000,0.700993756,0.771105172,0.654230097,6792,302,271,454,5,0,0,192,0,2012-13
240444,University of Wisconsin,0.0255,0.0092,0.0033,0.0146,0.0626,0,0.0153,0,0.0204,0.1007,0,0.0411,0.029,0.0123,0.0338,0,0,0.1222,0.0198,0,0.0336,0.0114,0.0115,0,0.0185,0,0.0438,0,0.0104,0.1325,0,0,0,0,0.0311,0.0472,0.1163,0.0338,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,2,2,2,17075,7323,9513,15668,20039,21541,8616,13366,20888,1897,170,245,410,466,606,0.1629,0.818,5633,0.6594,0.3793,0.869520688,0.823512985,0.81523224,0.893975332,0.849458943,0.841051805,0.93876372,0.904761905,0.891313837,21348.5,8000,14934,19265,18260,18469,13800,20027,17000,17993,17939,18798,17800,8266,6128,2161,1204,2361,4701,7565,701,2886,5380,4463,3803,1635,6631,3581,2928,3142,2548,2751,2291,45500,48500,42300,50100,21348.5,0.849458943,0.841051805,0.526362507,4458,185,206,374,36,0,0,229,145,2012-13
243780,Purdue University,0.0645,0.0146,0.0019,0.0027,0.0292,0,0.0404,0,0.0493,0.1783,0.0549,0.0077,0.0215,0,0.0153,0.0023,0,0.0297,0.0209,0,0.0051,0.0094,0.0035,0,0.0205,0,0.0232,0,0,0.0595,0,0.0013,0,0.0331,0.0242,0.0714,0.2038,0.0119,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,15082,6410,8832,14860,19355,21163,7462,12535,20212,2178,384,295,470,541,488,0.2232,0.6945,7430,0.6995,0.4135,0.846965243,0.744154058,0.77010101,0.908184903,0.811292271,0.81398476,0.930324994,0.84544837,0.861104354,22125,7500,15500,17500,18500,17903,14750,18049,17500,18750,16943,18750,17500,9564,6494,3093,1966,2985,4613,8739,825,4707,4857,4220,5344,2456,7108,3635,4950,3312,4462,2944,4111,45100,52400,39600,49900,22125,0.811292271,0.81398476,0.393451957,5954,279,228,461,49,0,0,416,43,2012-13
